imageID,range0,range1,range2,range3,range4,range5,range6,range7,range8,range9,range10,range11,range12,range13,range14,range15,range16,range17,range18,range19,range20,range21,range22,range23,range24,range25,range26,range27,range28,range29,range30,range31,range32,range33,range34,range35,range36,range37,range38,range39,range40,range41,range42,range43,range44,range45,range46,range47,range48,range49,range50,range51,range52,range53,range54,range55,range56,range57,range58,range59,range60,range61,range62,range63,grayscale,contrast
108,0,0.18194346704198922,0,0,0,0,0.28681386347642507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23719847134256,0.22268648838845884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07135770975056689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.0192,138.87099999999998
109,0.23302385836122205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15132786354312858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16507880816150275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29991633380114435,0,0,0,0,0.15065313613300227,137.4118,192.11799999999997
11,0.17311623931623932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09483247863247864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2290102564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18945641025641025,110.50039999999998,221.088
110,0.22292444699798908,0,0,0,0,0.26571028440103417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2245762711864407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19437661591496697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924123814995691,124.5096,187.87400000000002
111,0.2295644152093695,0.21015411920423552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20095409513877746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21154038986042034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14778698058719716,122.94419999999998,209.22899999999998
112,0.2112877731287773,0,0,0,0,0.24536029753602975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16337517433751744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2053951650395165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174581589958159,129.74439999999998,189.103
113,0.16319969512195123,0,0,0,0,0,0.19107088414634146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3266844512195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21024618902439024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10879878048780488,141.5328,189.472
114,0,0.14222822822822823,0,0,0,0.2878288288288288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27286636636636635,0,0,0,0.1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09957657657657658,126.94840000000002,172.06500000000005
115,0.22927061059634118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14136374435732954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16506296032311712,0,0,0,0,0,0.20010691375623663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26419577096697555,119.04279999999999,188.708
116,0.19860174738580078,0.19341634562465604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22788536507062923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2345383874518437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14555815446707027,115.71499999999999,177.836
117,0.13381560493098102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22783346866464899,0,0,0,0,0.45691149331955416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022304569277330773,0,0,0,0,0,0,0.15913486380748504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.056,162.35899999999998
118,0.05255221386800334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1409983291562239,0,0,0,0.21188387635756056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38568086883876357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20888471177944862,146.3134,186.53700000000003
119,0,0,0.09326190476190477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23252777777777778,0,0,0,0,0,0.12204365079365079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21842063492063493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33374603174603173,140.63139999999999,177.744
12,0.18893065998329156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10289055973266499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09933166248955723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23979949874686718,135.2268,229.77199999999996
120,0.21950141660507513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17572985957132298,0.142010039418576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18747536338999754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27528332101502834,115.57800000000002,175.01699999999997
121,0,0.12596354166666668,0,0,0,0,0.1437202380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25882440476190477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3316034226190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13988839285714286,150.74499999999998,177.096
122,0.08323326359832636,0,0,0,0,0,0.12723012552301255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190076359832636,0,0,0,0,0,0,0,0,0,0.17918096234309625,0,0,0,0,0,0,0,0,0,0,0.42027928870292885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.56739999999999,168.643
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021507936507936507,0,0.07228487886382623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17346700083542188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31513784461152883,155.4888,158.51899999999998
124,0.11371787537405387,0,0,0,0,0.2473788725576483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2960306284104911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21091412163351522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1319585020242915,138.05479999999997,204.224
125,0,0.15500226757369615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10991156462585035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1407278911564626,0,0,0,0,0.23835374149659863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3560045351473923,147.392,180.505
126,0.13842314901593253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15326323805060918,0,0,0,0,0.156720946579194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30406220712277415,141.45479999999998,210.686
127,0,0.1578186119873817,0,0,0,0,0.23158675078864352,0,0,0,0.20970662460567824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2569384858044164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14394952681388012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.80919999999998,152.14899999999997
128,0.10178504921521682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08193136472466081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14000798084596966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26396382016493747,142.23819999999998,197.69000000000003
129,0.0943773969411319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13838638819053667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379203127480146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09304355840471887,129.0374,201.879
13,0.22219667943805874,0,0.0630481055768412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2589044983680999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22076344543777493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2350872711792252,114.63539999999998,200.69
130,0.06817822095599874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1829864982038895,0,0,0,0,0,0.14500323437521506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19214769395928816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41168435250560853,143.8854,164.21
131,0.1761407723030875,0.2720981440704624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2252547494447463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18407160627984787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14243472790185593,119.6866,212.89499999999998
132,0.13853317138064666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17335299901671583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21580773902481346,0,0,0,0,0.2834403377870322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18886575279079185,127.37780000000001,199.58100000000002
133,0.09450147492625369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17237758112094395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2574985250737463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24242477876106194,0,0,0,0,0.2331976401179941,133.2608,215.238
134,0.33190871369294606,0,0,0,0,0.29664196799051573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2688441019561352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019481327800829874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831238885595732,114.91499999999999,180.422
135,0.18895604395604396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13281970242147234,0,0,0,0,0.16678401244772925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16286686764562872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34857337352912576,138.19959999999998,195.667
136,0.17219297613038148,0.2668782000432682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2097064974399654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23900627388764692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112216052498738,121.14399999999998,196.489
137,0.28602272727272726,0,0,0,0.23155776515151516,0.17520123106060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17421401515151516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13300426136363636,114.74099999999999,195.38099999999997
138,0,0.13999415786398875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18952205011605325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19139113890073106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25135987557829254,147.2476,188.64799999999997
139,0.1928995046923879,0.17806553050052137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29006696428571427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2404791775286757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09848882299270073,128.982,199.98499999999999
14,0.41512211221122114,0,0,0,0,0.20283168316831685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13964356435643566,0.12021452145214521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12218811881188119,137.217,182.27700000000002
140,0.2252925925925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24942962962962964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22065555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908925925925926,126.89119999999998,206.428
141,0.1328925925925926,0.1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814962962962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1643962962962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4773148148148148,127.4232,220.103
142,0.1444143484626647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28222090043923864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22743685944363104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15742313323572474,121.57559999999998,172.772
143,0.19289069840275602,0.2514249921703727,0,0,0,0,0.22286642655809583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18290792358283745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14990995928593798,112.12519999999999,218.84199999999998
144,0.18566395239586594,0.24505950516755404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2094699342311306,0.20871046038208582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1510961478233636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.50139999999999,161.21699999999998
145,0.20082890070921985,0.1966622340425532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15891843971631206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2874512411347518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15613918439716312,122.40459999999999,215.98499999999999
146,0.29324244110554626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16948803561491374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2197161936560935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12644778334260806,107.4212,200.28799999999998
147,0.21936342592592592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24224971064814815,0,0,0,0,0.13317563657407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1075072337962963,101.88860000000001,201.49
148,0.2186496028243601,0.2738790820829656,0,0,0,0,0.2724889673433363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13301412180052957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10196822594880847,115.4268,203.713
149,0.36266185619212965,0.28298158998842593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15605559172453703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10050003616898148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09780092592592593,110.63019999999999,220.95
15,0.12490864114240738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14060128183504808,0,0,0,0,0.19184657334007985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24972240962500702,150.17419999999998,187.363
150,0.2622356776897997,0,0,0,0,0,0.33349790405216584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2239496972519795,0,0,0,0,0,0,0,0,0,0,0.04940847694457382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13090824406148113,120.7046,180.016
151,0.10154513888888889,0,0,0,0,0.15891927083333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2662803819444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2657421875,0,0,0,0,0.20751302083333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.0608,163.167
152,0.1191042257841859,0,0,0,0,0.2709103458854207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2686402331467137,0,0,0,0,0.24161362067643224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09973157450724748,125.10559999999998,175.20599999999996
153,0.15751979166666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10359270833333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12152395833333333,0,0,0,0,0.19926979166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41809375,142.19779999999997,194.12199999999999
154,0.2056338028169014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20777973395931143,0,0,0,0,0.28635172143974963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2180320813771518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08220266040688576,134.6504,188.50900000000001
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12947174621158475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18120662795638012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16187508851437474,173.71859999999998,154.32
156,0,0,0,0,0,0.13063455657492354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22718654434250765,0,0,0,0.2992966360856269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19088685015290519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1519954128440367,155.62679999999997,166.762
157,0,0.10909375,0,0,0,0.22455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2977625,0,0,0,0.24956666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11902708333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.24159999999999,150.118
158,0,0.1631125226860254,0,0.2754688445251059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10049153055051421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26575166364186326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19517543859649122,126.75659999999998,176.81799999999998
159,0.18640645345052084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17542139689127603,0,0,0,0,0.3080151875813802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1875457763671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1426111857096354,112.32639999999999,208.54899999999998
16,0.31317333333333336,0,0,0,0,0,0.17880533333333334,0,0,0,0,0.10270222222222222,0,0,0,0,0,0,0,0,0.2500266666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15529244444444446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.87379999999999,154.02700000000002
160,0.175093537414966,0,0,0,0,0.15775510204081633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1997236394557823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19009353741496599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2773341836734694,120.32359999999998,199.91799999999998
161,0.18974874371859296,0.2552638190954774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26304438860971524,0.18089195979899497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11105108877721943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.66579999999999,154.96099999999998
162,0.22983510848126232,0.23681262327416175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22096568047337278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18394477317554242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12844181459566076,117.056,193.821
163,0.09385438642756681,0,0,0,0,0.15165150316455697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21813741649085794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2897300237341772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24662667018284107,133.23600000000002,195.90499999999997
164,0.13374609886237793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1828786200879224,0,0,0,0,0.2644652505117621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31614483707506963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10276519346286789,131.7854,159.423
165,0.13300557324840764,0,0,0,0,0.18005971337579618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2631170382165605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18736066878980892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23645700636942676,135.64119999999997,197.64999999999998
166,0.14874853945021832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13226738822950618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19568445975032286,0,0,0,0,0.35631418731935305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1669854252505996,110.48419999999999,201.07599999999996
167,0.2580115006492302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12957521795585233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169432387312187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15148580968280467,137.10319999999996,216.185
168,0.11350566477522402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1285920476039121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30960693077389356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265891852554316,131.9048,188.918
